MatchDate,League,HomeTeam,AwayTeam,Label,SeasonPhase,LeagueId,EloDiff,ProbHome,ProbDraw,ProbAway,RankDifference,HomeCleanSheetRatio,AwayFTSRatio,AttackVsDefense,TotalScoringPotential,TotalDefensiveWeakness,DefenseVsAttack
10/20/2018,ΙΑΠ1,Σόναν Μπελμάρε,Σαπόρο,0,1,13,0,0.3769,0.2798,0.3433,0,1.5,1.5,0.9353,0,0.9917,0
10/20/2018,ΝΚΡ1,Σουγόν,Ποχάνγκ,0,1,1,0,0.3758,0.2896,0.3347,0,1.5,1.5,0.9454,0,0.9917,0
10/20/2018,ΜΕΞ2,Τάμπικο Μαδέρο,Λέονες Νέγκρος,0,1,11,0,0.3848,0.295,0.3202,0,1.5,1.5,1.0307,0,0.9917,0
10/20/2018,ΜΕΞ1,Άτλας Ντε Γουανταλαχάρα,Βέρακρουζ,0,1,14,0,0.5917,0.245,0.1632,0,1.5,1.5,0.9726,0,0.9917,0
10/20/2018,ΑΡΓ1,Βελέζ Σάρσφιλντ,Χιμνάσια Λα Πλάτα,0,1,15,0,0.5372,0.2878,0.1751,0,1.5,1.5,0.9619,0,0.9917,0
10/20/2018,ΡΩΣ1,Γκαζοβίκ Όρενμποργκ,Γιενισέι Κρασνογιάρσκ,0,1,16,0,0.4834,0.3115,0.2051,0,1.5,1.5,0.9889,0,0.9917,0
10/20/2018,ΓΕΡΛ,Γούλφσμπεργκ ΙΙ,Αννόβερο 96 Β,0,1,17,0,0.5784,0.2363,0.1853,0,1.5,1.5,0.9808,0,0.9917,0
10/20/2018,ΙΑΠ1,Καβασάκι,Βίσσελ Κόμπε,0,1,13,0,0.6455,0.2043,0.1502,0,1.5,1.5,0.9353,0,0.9917,0
10/20/2018,ΤΟΥ1,Κασίμπασα,Ακισασπόρ,0,1,18,0,0.4987,0.2465,0.2548,0,1.5,1.5,0.9298,0,0.9917,0
10/20/2018,ΚΙΝΑ,Μεϊζχού Μεϊσιάν,Κιντάο Χαϊνίου,1,1,5,0,0.5589,0.2258,0.2153,0,1.5,1.5,1.0216,0,0.9917,0
10/20/2018,ΑΡΓ1,Ντεφένσα ι Χουστίσια,Ταγιέρες,0,1,15,0,0.5131,0.2985,0.1884,0,1.5,1.5,0.9619,0,0.9917,0
10/20/2018,ΟΝΔΡ,Ονδούρα,Βίντα,0,1,19,0,0.5301,0.26,0.2099,0,1.5,1.5,0.9918,0,0.9917,0
10/20/2018,ΝΚΡ1,Ούλσαν,Γκανγκβόν,0,1,1,0,0.5185,0.2367,0.2447,0,1.5,1.5,0.9454,0,0.9917,0
10/20/2018,ΧΙΛ1,Ουνιόν Εσπανιόλα,Ντεπόρτες Τεμούκο,0,1,20,0,0.4993,0.2675,0.2332,0,1.5,1.5,0.992,0,0.9917,0
10/20/2018,ΒΡΑ2,Πόντε Πρέτα,Φιγκεϊρένσε,0,1,8,0,0.5576,0.2623,0.18,0,1.5,1.5,1.0032,0,0.9917,0
10/20/2018,ΒΡΑ2,Σάο Μπέντο,Κρισιούμα,0,1,8,0,0.491,0.3105,0.1985,0,1.5,1.5,1.0032,0,0.9917,0
10/20/2018,ΠΕΡ1,Σπορτ Χουανκάγιο,Αγιακούτσο,0,1,21,0,0.6198,0.2038,0.1764,0,1.5,1.5,1.0237,0,0.9917,0
10/20/2018,ΙΑΠ1,Τόκιο,Τσερέζο Οσάκα,1,1,13,0,0.4926,0.267,0.2404,0,1.5,1.5,0.9353,0,0.9917,0
10/20/2018,ΤΣΧ2,Τρινέκ,Χρουντίμ,0,1,22,0,0.5972,0.2253,0.1774,0,1.5,1.5,0.9737,0,0.9917,0
10/20/2018,ΚΙΝΑ,Χέιλονγκιανγκ Λάβα Σπρινγκ,Ζεζιάνγκ Γιτένγκ,0,1,5,0,0.6079,0.2307,0.1614,0,1.5,1.5,1.0216,0,0.9917,0
10/20/2018,ΙΑΠ1,Γκάμπα Οσάκα,Γιοκοχάμα Μαρίνος,0,1,13,0,0.293,0.2439,0.463,0,1.5,1.5,0.9353,0,0.9917,0
10/20/2018,ΙΑΠ2,Κιότο,Νιιγκάτα,1,1,23,0,0.3338,0.3004,0.3659,0,1.5,1.5,1.0127,0,0.9917,0
10/20/2018,ΑΡΓ1,Κολόν Σάντα Φε,Ρίβερ Πλέιτ,0,1,15,0,0.3251,0.312,0.3629,0,1.5,1.5,0.9619,0,0.9917,0
10/20/2018,ΙΑΠ1,Σιμίζου,Χιροσίμα,0,1,13,0,0.3022,0.2695,0.4283,0,1.5,1.5,0.9353,0,0.9917,0
10/21/2018,ΒΕΛ1,Άντερλεχτ,Σερκλ Μπριζ,0,1,24,0,0.7464,0.154,0.0997,0,1.5,1.5,0.971,0,0.9917,0
10/21/2018,ΑΜΕ1,Ατλάντα Γιουν.,Σικάγο Φάιαρ,0,1,25,0,0.8016,0.1264,0.072,0,1.5,1.5,0.9927,0,0.9917,0
10/21/2018,ΕΛΒ1,Βασιλεία,Ξαμάξ,0,1,26,0,0.7344,0.1599,0.1057,0,1.5,1.5,0.9748,0,0.9917,0
10/21/2018,ΜΑΡΟ,Βιντάντ Καζαμπλάνκα,Μουλούντια Ούζντα,0,1,27,0,0.6955,0.1957,0.1089,0,1.5,1.5,0.9785,0,0.9917,0
10/21/2018,ΚΙΝ1,Γκουοάν Πεκίνου,Τσανγκτσούν Γιατάι,0,1,28,0,0.8199,0.1158,0.0643,0,1.5,1.5,0.9933,0,0.9917,0
10/21/2018,ΒΟΛΒ,Δε Στρόνγκεστ,Γκουαμπίρα Μοντέρο,0,1,29,0,0.8112,0.1307,0.0581,0,1.5,1.5,1.0465,0,0.9917,0
10/21/2018,ΦΙΝ1,Ελσίνκι,Σεϊναγιοέν,0,1,30,0,0.6761,0.2053,0.1186,0,1.5,1.5,0.9622,0,0.9917,0
10/21/2018,ΦΙΝ1,Κουόπιο,Τούρκου,0,1,30,0,0.6923,0.1844,0.1233,0,1.5,1.5,0.9622,0,0.9917,0
10/21/2018,ΕΣΘ1,Λεβάντια Τάλιν,Βιλγιάντι,0,1,2,0,0.9669,0.0278,0.0053,0,1.5,1.5,0.989,0,0.9917,0
10/21/2018,ΤΣΧ2,Μπρνο,Σόκολοφ,0,1,22,0,0.6812,0.1945,0.1243,0,1.5,1.5,0.9737,0,0.9917,0
10/21/2018,ΕΣΘ1,Νομ Κάλιου,Ταρτού Ταμέκα,0,1,2,0,0.861,0.0993,0.0397,0,1.5,1.5,0.989,0,0.9917,0
10/21/2018,ΛΕΥΚ,Ντιναμό Μπρεστ,Τοπρέντο Μαζ Μινσκ,0,1,31,0,0.8604,0.1108,0.0288,0,1.5,1.5,0.9431,0,0.9917,0
10/21/2018,ΣΛΝ1,Ολίμπια Λιουμπλιάνα,NK Τρίγκλαβ,0,1,32,0,0.8996,0.0763,0.0242,0,1.5,1.5,0.9621,0,0.9917,0
10/21/2018,ΒΡΑ1,Παλμέιρας,Σεάρα,0,1,33,0,0.7337,0.1864,0.08,0,1.5,1.5,0.8923,0,0.9917,0
10/21/2018,ΠΕΡ1,Σπ. Κριστάλ,UΤC Καχαμάρκα,0,1,21,0,0.7155,0.1747,0.1098,0,1.5,1.5,1.0237,0,0.9917,0
10/21/2018,ΡΩΣ1,Σπάρτακ Μόσχας,Άρσεναλ Τούλα,1,1,16,0,0.6657,0.2092,0.125,0,1.5,1.5,0.9889,0,0.9917,0
10/21/2018,ΚΟΛ1,Τολίμα,Λεόνες,0,1,34,0,0.6968,0.2214,0.0818,0,1.5,1.5,0.976,0,0.9917,0
10/21/2018,ΒΟΥ1,ΤΣΣΚΑ Σόφιας,Ετάρ 1924 Βέλικο Ταρνόβο,0,1,35,0,0.7814,0.1507,0.0679,0,1.5,1.5,1.0062,0,0.9917,0
10/21/2018,ΟΛΛ1,Φέγενορντ,Τσβόλε,0,1,36,0,0.787,0.1282,0.0848,0,1.5,1.5,0.9572,0,0.9917,0
10/21/2018,ΔΑΝ1,Βέιλε,Κοπεγχάγη,1,1,37,0,0.1244,0.1994,0.6761,0,1.5,1.5,0.9221,0,0.9917,0
10/21/2018,ΦΙΝ1,Ίντερ Τούρκου,Χόνκα,1,1,30,0,0.1631,0.2412,0.5957,0,1.5,1.5,0.9622,0,0.9917,0
10/21/2018,ΤΟΥ2,Καρντεμίρ Καραμπόκ,Αλτάι,1,1,38,0,0.0362,0.1101,0.8537,0,1.5,1.5,1.0164,0,0.9917,0
10/21/2018,ΦΙΝ1,Κέμι,Μάριεχαμν ,0,1,30,0,0.1251,0.1867,0.6882,0,1.5,1.5,0.9622,0,0.9917,0
10/21/2018,ΙΤΑ1,Κιέβο,Αταλάντα,1,1,39,0,0.1541,0.2358,0.61,0,1.5,1.5,0.9578,0,0.9917,0
10/21/2018,ΑΜΕ1,Ορλάντο Σίτι,Κολόμπους Κρού ,0,1,25,0,0.196,0.2074,0.5966,0,1.5,1.5,0.9927,0,0.9917,0
10/21/2018,ΕΛΛ1,ΟΦΗ,Ολυμπιακός,0,1,40,0,0.0847,0.1764,0.7389,0,1.5,1.5,1.0185,0,0.9917,0
10/21/2018,ΙΤΑ1,Πάρμα,Λάτσιο,1,1,39,0,0.1541,0.2358,0.61,0,1.5,1.5,0.9578,0,0.9917,0
10/21/2018,ΠΑΡ1,Σολ Ντε Αμέρικα,Σέρο Πορτένιο,0,1,7,0,0.1754,0.2396,0.585,0,1.5,1.5,0.9963,0,0.9917,0
10/21/2018,ΚΙΝ1,Τζιανγκσού Γκουοχίν Σαϊντί,Σανγκάι ΣΙΠΓ,0,1,28,0,0.1888,0.2126,0.5985,0,1.5,1.5,0.9933,0,0.9917,0
10/21/2018,ΣΚΩΠ,Χάμιλτον,Ρέιντζερς,1,1,41,0,0.07,0.1517,0.7784,0,1.5,1.5,0.9567,0,0.9917,0
10/21/2018,ΓΕΡΛ,ZFC Μεούσελβιτζ,Άουερμπαχ,1,1,17,0,0.4031,0.2715,0.3253,0,1.5,1.5,0.9808,0,0.9917,0
10/21/2018,ΔΑΝ1,Άαρχους,Άαλμποργκ,0,1,37,0,0.4102,0.2836,0.3062,0,1.5,1.5,0.9221,0,0.9917,0
10/21/2018,ΑΡΓ2,Αγκροπεκουάριο Αργκεντίνο,Ιντεπ. Ριβαντάβια,0,1,10,0,0.4366,0.3318,0.2316,0,1.5,1.5,0.9958,0,0.9917,0
10/21/2018,ΙΣΠ2,Αλμπαθέτε,Αλμερία,0,1,42,0,0.4224,0.3076,0.27,0,1.5,1.5,0.9801,0,0.9917,0
10/21/2018,ΙΤΑ3,Αλμπινολέφε,Βις Πεζάρο 1898,1,1,43,0,0.4374,0.3185,0.2442,0,1.5,1.5,1.0028,0,0.9917,0
10/21/2018,ΝΚΡ2,Ανσάν Γκρίνερς,Μπουτσεόν,0,1,44,0,0.3745,0.3062,0.3193,0,1.5,1.5,0.9762,0,0.9917,0
10/21/2018,ΑΥΣ1,Αούστρια Βιέννης,Στουρμ Γκρατς,0,1,45,0,0.4224,0.27,0.3076,0,1.5,1.5,0.955,0,0.9917,0
10/21/2018,ΟΥΡ1,Ατλέτικο Ρίβερ Πλέιτ,Μοντεβιδέο Γουόντερερς,1,1,46,0,0.3737,0.2527,0.3737,0,1.5,1.5,0.9869,0,0.9917,0
10/21/2018,ΟΥΡ1,Ατλέτικο Φοίνιξ Μοντεβιδέο,Ατένας,0,1,46,0,0.4762,0.2808,0.243,0,1.5,1.5,0.9869,0,0.9917,0
10/21/2018,ΠΟΛ2,Βάρτα Πόζναν,Σχρόμπρι Γκλογκόβ,0,1,47,0,0.3276,0.314,0.3584,0,1.5,1.5,0.9985,0,0.9917,0
10/21/2018,ΙΑΠ1,Β-Βάρεν Ναγκασάκι,Τζούμπιλο Ιβάτα,0,1,13,0,0.3955,0.2692,0.3353,0,1.5,1.5,0.9353,0,0.9917,0
10/21/2018,ΙΤΑ3,Βεκόμπ Βερόνα,Γιάνα Ερμίνιο,1,1,43,0,0.4153,0.3067,0.278,0,1.5,1.5,1.0028,0,0.9917,0
10/21/2018,ΙΤΑ2,Βενέτσια,Βερόνα,0,1,48,0,0.365,0.3079,0.3272,0,1.5,1.5,0.9928,0,0.9917,0
10/21/2018,ΔΑΝ1,Βεντσάισελ,Χόρσενς,1,1,37,0,0.3554,0.2893,0.3554,0,1.5,1.5,0.9221,0,0.9917,0
10/21/2018,ΑΡΓ2,Βίγια Νταλμίν,Κιλμες,0,1,10,0,0.3758,0.3347,0.2896,0,1.5,1.5,0.9958,0,0.9917,0
10/21/2018,ΤΣΧ2,Βικτόρια Ζίσκοφ,Ζιχλάβα,1,1,22,0,0.3939,0.2725,0.3336,0,1.5,1.5,0.9737,0,0.9917,0
10/21/2018,ΙΣΠ3,Βιλλανοβένσε,Γρανάδα ΙΙ,0,1,49,0,0.3562,0.3254,0.3184,0,1.5,1.5,1.0001,0,0.9917,0
10/21/2018,ΔΑΝ2,Βίμποργκ,Σίλκεμποργκ,0,1,50,0,0.4279,0.2642,0.3079,0,1.5,1.5,0.9861,0,0.9917,0
10/21/2018,ΣΟ1Γ,Βίτζο (Γ),Εσκιλστούνα (Γ),0,1,51,0,0.3829,0.2526,0.3646,0,1.5,1.5,1.0209,0,0.9917,0
10/21/2018,ΒΡΑ1,Βιτόρια Μπαΐα,Κορίνθιανς,0,1,33,0,0.4009,0.3197,0.2794,0,1.5,1.5,0.8923,0,0.9917,0
10/21/2018,ΙΑΠ2,Γιοκοχάμα,Ομίγια,0,1,23,0,0.3665,0.2838,0.3497,0,1.5,1.5,1.0127,0,0.9917,0
10/21/2018,ΙΤΑ3,Γιουβέντους U23,Ρομπούρ Σιένα,0,1,43,0,0.3324,0.3116,0.356,0,1.5,1.5,1.0028,0,0.9917,0
10/21/2018,ΡΟΥ1,Γκαζ Μέταν Μέντιας,Μποτοσάνι,1,1,52,0,0.4267,0.3005,0.2728,0,1.5,1.5,0.9779,0,0.9917,0
10/21/2018,ΝΚΡ2,Γκουάνγζου,Σουβόν,1,1,44,0,0.4385,0.2887,0.2727,0,1.5,1.5,0.9762,0,0.9917,0
10/21/2018,ΙΤΑ3,Γκούμπιο,Σουντιρόλ,0,1,43,0,0.3955,0.3144,0.2901,0,1.5,1.5,1.0028,0,0.9917,0
10/21/2018,ΕΠΛ2,Γουέστ Χαμ (Ερ.),Σουόνσι (Ρεζ.),0,1,53,0,0.477,0.2358,0.2872,0,1.5,1.5,1.1534,0,0.9917,0
10/21/2018,ΙΣΠ1,Εϊμπάρ,Αθλέτικ Μπιλμπάο,0,1,3,0,0.3553,0.2969,0.3478,0,1.5,1.5,0.9081,0,0.9917,0
10/21/2018,ΣΟΥ1,Έλφσμποργκ,Σούντσβαλ,0,1,54,0,0.412,0.2801,0.3079,0,1.5,1.5,0.9082,0,0.9917,0
10/21/2018,ΑΡΓ1,Εστουδιάντες Ντε Λα Πλάτα,Ατλέτικο Τουκουμάν,0,1,15,0,0.3904,0.3257,0.2839,0,1.5,1.5,0.9619,0,0.9917,0
10/21/2018,ΙΣΠ3,Εχέα,Κορνέλα,0,1,49,0,0.3577,0.3007,0.3416,0,1.5,1.5,1.0001,0,0.9917,0
10/21/2018,ΠΟΛ1,Ζαγκλέμπιε Λούμπιν,Βίσλα Πλοκ,0,1,55,0,0.404,0.2626,0.3334,0,1.5,1.5,0.9488,0,0.9917,0
10/21/2018,ΙΣΠ3,Θέλτα Βίγκο Β',Ρεάλ Μαδρίτης Β',0,1,49,0,0.3946,0.2784,0.3271,0,1.5,1.5,1.0001,0,0.9917,0
10/21/2018,ΙΤΑ3,Ιμολέζε,Ρίμινι 1912,0,1,43,0,0.3522,0.3034,0.3444,0,1.5,1.5,1.0028,0,0.9917,0
10/21/2018,ΙΤΑ1,Ίντερ,Μίλαν,0,1,39,0,0.3983,0.2813,0.3204,0,1.5,1.5,0.9578,0,0.9917,0
10/21/2018,ΤΟΥ2,Ιστανμπουλσπόρ,Γκιρέσουνσπορ,0,1,38,0,0.3751,0.2834,0.3415,0,1.5,1.5,1.0164,0,0.9917,0
10/21/2018,ΙΣΠ2,Κάντιθ,Σπόρτινγκ Χιχόν,0,1,42,0,0.3996,0.3321,0.2683,0,1.5,1.5,0.9801,0,0.9917,0
10/21/2018,ΓΕΡ3,Καρλσρούη,Βέχεν,1,1,56,0,0.4387,0.2833,0.278,0,1.5,1.5,0.975,0,0.9917,0
10/21/2018,ΙΣΠ3,Καστεγιόν,Βαλενθια Β',0,1,49,0,0.4267,0.3005,0.2728,0,1.5,1.5,1.0001,0,0.9917,0
10/21/2018,ΑΖΕΠ,Κέσλα B,Ζίρα,0,1,57,0,0.3664,0.3135,0.3201,0,1.5,1.5,1.0891,0,0.9917,0
10/21/2018,ΑΡΓ3,Κολεχιάλες,Χούστο Χοσέ Ντε Ουργκουϊζά,0,1,58,0,0.3507,0.3281,0.3212,0,1.5,1.5,1.0148,0,0.9917,0
10/21/2018,ΙΣΠ3,Κονκουενσε,Εσπανιόλ Μπαρτσελόνα Β,0,1,49,0,0.3679,0.2964,0.3357,0,1.5,1.5,1.0001,0,0.9917,0
10/21/2018,ΝΚΡ2,Κορέαν Πολίς,Σεονγκνάμ,0,1,44,0,0.3502,0.3075,0.3423,0,1.5,1.5,0.9762,0,0.9917,0
10/21/2018,ΟΚΡΝ,Λβιβ,Άρσεναλ Κιέβου,0,1,59,0,0.4263,0.3063,0.2675,0,1.5,1.5,1.0645,0,0.9917,0
10/21/2018,ΕΛΛ1,Λεβαδειακός,Ξάνθη,1,1,40,0,0.429,0.3082,0.2628,0,1.5,1.5,1.0185,0,0.9917,0
10/21/2018,ΝΟΡ2,Λεβάνγκερ,Φλόρο,1,1,60,0,0.4404,0.2513,0.3084,0,1.5,1.5,0.9675,0,0.9917,0
10/21/2018,ΙΤΑ2,Λέτσε,Παλέρμο,1,1,48,0,0.3575,0.3212,0.3212,0,1.5,1.5,0.9928,0,0.9917,0
10/21/2018,HNL,Λοκομοτίβα Ζάγκρεπ,Χάιντουκ,0,1,61,0,0.3508,0.2903,0.359,0,1.5,1.5,0.5997,0,0.9917,0
10/21/2018,ΙΣΡ,Μακάμπι Π. Τίκβα,Χάποελ Μπνέι Σαχνίν,0,1,62,0,0.3496,0.3008,0.3496,0,1.5,1.5,0.9604,0,0.9917,0
10/21/2018,ΙΣΠ3,Μάλαγα B,Χουμίγια,0,1,49,0,0.3408,0.326,0.3332,0,1.5,1.5,1.0001,0,0.9917,0
10/21/2018,ΑΥΣ1,Μάτερσμπουργκ,Σεντ Πόλτεν,0,1,45,0,0.4846,0.2599,0.2555,0,1.5,1.5,0.955,0,0.9917,0
10/21/2018,ΜΕΞ2,Μινέρος Ντε Ζακατέκας,Ντοράντος Ντε Σιναλόα,1,1,11,0,0.4522,0.2789,0.2688,0,1.5,1.5,1.0307,0,0.9917,0
10/21/2018,ΙΣΠ3,Μπάνταχοθ,Ρέαλ Μπαλομπέντικα Λινένσε,1,1,49,0,0.4642,0.3063,0.2295,0,1.5,1.5,1.0001,0,0.9917,0
10/21/2018,ΜΑΡΟ,Μπερκάνε,Χούσα Χασάνια Αγκαντίρ,0,1,27,0,0.4269,0.2948,0.2782,0,1.5,1.5,0.9785,0,0.9917,0
10/21/2018,ΜΕΞ1,Νεκάξα,Λεόν,1,1,14,0,0.3587,0.274,0.3673,0,1.5,1.5,0.9726,0,0.9917,0
10/21/2018,ΔΑΝ2,Νίκομπινγκ,Φρεντερίτσια,1,1,50,0,0.3587,0.274,0.3673,0,1.5,1.5,0.9861,0,0.9917,0
10/21/2018,ΑΡΓ1,Νιούελς Ολντ Μπόις,Τίγκρε,0,1,15,0,0.4452,0.3071,0.2476,0,1.5,1.5,0.9619,0,0.9917,0
10/21/2018,ΑΡΓ2,Ντεφενσόρες Ντε Μπελγκράνο,Τσακαρίτα Τζούνιορς  ,1,1,10,0,0.4167,0.3281,0.2553,0,1.5,1.5,0.9958,0,0.9917,0
10/21/2018,ΤΣΧ1,Ντούκλα Πράγας,Οπάβα,0,1,63,0,0.4628,0.2711,0.2661,0,1.5,1.5,0.9333,0,0.9917,0
10/21/2018,ΒΟΥ1,Ντούναβ Ρους,Λοκομοτίβ Πλόβντιβ,0,1,35,0,0.3687,0.3157,0.3157,0,1.5,1.5,1.0062,0,0.9917,0
10/21/2018,ΙΑΠ2,Οκαϊάμα,Μασίντα Ζέλβια,0,1,23,0,0.3488,0.2941,0.357,0,1.5,1.5,1.0127,0,0.9917,0
10/21/2018,ΙΣΠ3,Όλοτ,Λιέιδα,1,1,49,0,0.4045,0.3067,0.2888,0,1.5,1.5,1.0001,0,0.9917,0
10/21/2018,ΑΜΕ1,Ουάσινγκτον,Νιού Γιόρκ Σίτι,0,1,25,0,0.4353,0.2495,0.3153,0,1.5,1.5,0.9927,0,0.9917,0
10/21/2018,ΝΟΡ2,Ουλενσάκερ/ Κίζα,Κόνγκσβινγκερ,0,1,60,0,0.3855,0.2384,0.3761,0,1.5,1.5,0.9675,0,0.9917,0
10/21/2018,ΡΟΥ1,Ουν. Κραϊόβα 1948,Στεάουα Βουκουρεστίου,0,1,52,0,0.3407,0.2939,0.3654,0,1.5,1.5,0.9779,0,0.9917,0
10/21/2018,ΙΤΑ2,Ουν. Σπορτ. Σαλερνιτάνα 1919,Περούτζια,0,1,48,0,0.4436,0.3181,0.2382,0,1.5,1.5,0.9928,0,0.9917,0
10/21/2018,ΧΙΛ1,Ουνιβερσινταντ Κατόλικα,Ουν. Κονσεπσιόν,0,1,20,0,0.4762,0.2808,0.243,0,1.5,1.5,0.992,0,0.9917,0
10/21/2018,ΓΕΡ2,Πάτερμπορν 07,Ουνιόν Βερολίνου,0,1,64,0,0.4219,0.2648,0.3133,0,1.5,1.5,0.9765,0,0.9917,0
10/21/2018,ΜΕΞ1,Πατσούκα,Σάντος Λαγκούνα,0,1,14,0,0.4768,0.2522,0.271,0,1.5,1.5,0.9726,0,0.9917,0
10/21/2018,ΙΣΠ3,Περαλάντα,Έβρο,1,1,49,0,0.3828,0.299,0.3182,0,1.5,1.5,1.0001,0,0.9917,0
10/21/2018,ΑΥΣΛ,Περθ Γκλόρι,Σίδνεϋ Ουόντερς,0,1,12,0,0.4273,0.259,0.3137,0,1.5,1.5,0.9862,0,0.9917,0
10/21/2018,ΑΡΓ2,Πλατένσε Β,Μπράουν ντε Αντρόγκε,0,1,10,0,0.4287,0.3359,0.2354,0,1.5,1.5,0.9958,0,0.9917,0
10/21/2018,n/a,Πολοκβάνε Σίτι,Σούπερσπορτ Γιουν.,1,1,65,0,0.3838,0.3334,0.2828,0,1.5,1.5,0.9206,0,0.9917,0
10/21/2018,ΓΕΡ3,Πρ. Μούνστερ,Βουρ. Κίκερς,0,1,56,0,0.3665,0.2838,0.3497,0,1.5,1.5,0.975,0,0.9917,0
10/21/2018,ΟΥΡ1,Προγκρέσο,Μπόστον Ρίβερ,0,1,46,0,0.4368,0.287,0.2762,0,1.5,1.5,0.9869,0,0.9917,0
10/21/2018,ΙΤΑ3,Ραβέννα,Φεράλπι Σάλο,0,1,43,0,0.4257,0.3257,0.2487,0,1.5,1.5,1.0028,0,0.9917,0
10/21/2018,ΔΑΝ1,Ράντερς,Σοντερίσκε,0,1,37,0,0.4213,0.2839,0.2948,0,1.5,1.5,0.9221,0,0.9917,0
10/21/2018,n/a,Ρεάλ Μέριλαντ Μόναρκς,Ρένο 1868,1,1,65,0,0.4157,0.25,0.3343,0,1.5,1.5,0.9206,0,0.9917,0
10/21/2018,ΙΣΠ3,Ρεάλ Ουνιόν ,Αρένας Κλαμπ Ντε Γκέτξο,0,1,49,0,0.4023,0.3109,0.2867,0,1.5,1.5,1.0001,0,0.9917,0
10/21/2018,ΙΣΠ2,Ρεάλ Σαραγόσα,Τενερίφη,0,1,42,0,0.412,0.3079,0.2801,0,1.5,1.5,0.9801,0,0.9917,0
